1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	286.140894	682772
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	80.997100	1908629
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	165.648300	2255210
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	80.997100	3667446
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	11.297170	3952186
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	61.831715	5286016
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	94.260654	5558532
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	30.973000	1678390
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	34.920000	2233078
1	1	             minirad	0	5401.000000	-1029.600000	1340.000000	313.077697	3428121
1	1	             minirad	0	5401.000000	-1029.600000	1340.000000	211.312989	5276090
1	1	             minirad	0	5401.000000	-1029.600000	1340.000000	80.997100	1829231
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	80.997100	2272905
1	1	             minirad	0	5401.000000	-1029.600000	1340.000000	184.044271	2356300
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	148.385072	2472107
1	1	             minirad	0	5401.000000	-1029.600000	1340.000000	97.280213	2935533
1	1	             minirad	0	5401.000000	-1029.600000	1340.000000	27.121751	3883577
1	1	             minirad	0	5401.000000	-1029.600000	1340.000000	179.606777	4877305
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	30.784130	5003163
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	30.625000	5132234
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	356.013000	301380
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	34.987000	682094
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	356.013000	832838
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	80.997100	1346691
1	1	             minirad	0	5401.000000	-1029.600000	1340.000000	52.729195	1839310
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	30.973000	1967128
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	95.884810	2309962
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	96.130125	2717710
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	302.851000	2891678
1	1	             minirad	0	5401.000000	-1029.600000	1340.000000	214.738277	3362889
1	1	             minirad	0	5401.000000	-1029.600000	1340.000000	52.262456	3455370
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	65.842875	3601975
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	356.013000	3656152
1	1	             minirad	0	5401.000000	-1029.600000	1340.000000	383.848000	4254007
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	80.997100	4565835
1	1	             minirad	0	5401.000000	-1029.600000	1340.000000	164.088957	5085642
1	1	             minirad	0	5401.000000	-1029.600000	1340.000000	5.494233	5170391
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	80.997100	508738
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	167.235621	686938
1	1	             minirad	0	5401.000000	-1029.600000	1340.000000	44.504429	984172
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	30.973000	1464636
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	271.662216	1703855
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	30.625000	2525156
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	158.054615	2750411
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	113.396048	3335774
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	24.553000	5405861
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	154.321363	127304
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	73.373669	237538
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	30.973000	576942
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	80.997100	1638532
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	356.013000	3125479
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	356.013000	3248838
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	80.997100	3266281
1	1	             minirad	0	5401.000000	-1029.600000	1340.000000	112.254715	5368173
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	356.013000	5424501
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	79.613900	5455495
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	30.973000	59081
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	356.013000	273631
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	30.973000	727736
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	356.013000	1339268
1	1	             minirad	0	5401.000000	-1029.600000	1340.000000	65.653004	3092133
1	1	             minirad	0	5401.000000	-1029.600000	1340.000000	80.997100	3300819
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	110.305419	3753345
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	212.903887	3817785
1	1	             minirad	0	5401.000000	-1029.600000	1340.000000	182.812668	4238357
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	31.308601	4352322
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	356.013000	4424325
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	30.625000	4694505
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	130.226033	41844
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	103.410693	335043
1	1	                 ste	0	5557.000000	-1006.000000	1341.000000	35.818000	1815739
1	1	             minirad	0	5401.000000	-1029.600000	1340.000000	30.973000	2938777
1	1	          Polimaster	0	5461.000000	-1035.500000	1340.000000	65.663769	3565733
